centroid_accession,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_isolate,gene_product,sequence_length_bp,ncbi_definition_line,cluster_count,cluster_accessions_species,curator_notes
JN969325.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Enterobacteriaceae bacterium*,ac1w5-1,16S ribosomal RNA,1396,"Klebsiella oxytoca strain ac1w5-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969332.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,ac2l2-1BHI,16S ribosomal RNA,1542,"Enterobacter cloacae strain ac2l2-1BHI 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969334.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Enterobacteriaceae bacterium*,ac2l3-1TSA,16S ribosomal RNA,1526,"Klebsiella pneumoniae strain ac2l3-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969335.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,ac2l4-1TSA,16S ribosomal RNA,1463,"Enterobacter cancerogenus strain ac2l4-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain; sequence is 96% ID to E. cancerogenus (NR_044977.1).
JN969338.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,ac2l5-1GB,16S ribosomal RNA,1545,"Enterobacter ludwigii strain ac2l5-1GB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969339.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Enterobacteriaceae bacterium*,ac2p1-1TSA,16S ribosomal RNA,1529,"Klebsiella pneumoniae strain ac2p1-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969343.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,ac2p4-1TSA,16S ribosomal RNA,1549,"Enterobacter cloacae strain ac2p4-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969348.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Enterobacteriaceae bacterium*,ac2w5-1EMB,16S ribosomal RNA,1538,"Pantoea dispersa strain ac2w5-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969352.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Enterobacteriaceae bacterium*,ac3l4-1TSA,16S ribosomal RNA,1533,"Klebsiella pneumoniae strain ac3l4-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969354.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,ac3p1-1NA,16S ribosomal RNA,1538,"Enterobacter cloacae strain ac3p1-1NA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
KJ638094.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacteriaceae bacterium*,AMHSBQ200,16S ribosomal RNA,1106,"Enterobacter sp. AMHSBQ200 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach.  Species level ID uncertain.
KJ638096.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Enterobacteriaceae bacterium*,AMHSBQ308,16S ribosomal RNA,1269,"Pantoea ananatis strain AMHSBQ308 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach.  Species level ID uncertain.
KJ638098.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia cf. rhapontici*,AMHSBQ313,16S ribosomal RNA,1152,"Erwinia piriflorinigrans strain AMHSBQ313 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach.  Species level ID uncertain; highest ID to Erwinia rhapontici NR_118858.1.
JN969333.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,ac2l2-1EMB,16S ribosomal RNA,1531,"Escherichia coli strain ac2l2-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.
JN969337.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,ac2l5-1TSA,16S ribosomal RNA,1490,"Escherichia coli strain ac2l5-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.
JN969351.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Klebsiella cf. pneumoniae*,ac3l4-1EMB,16S ribosomal RNA,1504,"Enterobacter aerogenes strain ac3l4-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Sequence is 99% (1487/1499) ID to K. pneumoniae (NR_117683.1).
JN969340.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,ac2p3-1TSA,16S ribosomal RNA,1517,"Klebsiella oxytoca strain ac2p3-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.
JN969319.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac1p5-1BHI,16S ribosomal RNA,1522,"Klebsiella pneumoniae strain ac1p5-1BHI 16S ribosomal RNA gene, partial sequence",3,"JN969328.1: Klebsiella pneumoniae, KJ741210.1: Klebsiella sp. G3",Isolated from Apis cerana indica midgut.
JN969336.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac2l4-1EMB,16S ribosomal RNA,1504,"Klebsiella pneumoniae strain ac2l4-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.
JN969342.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac2p3-1GB,16S ribosomal RNA,1523,"Klebsiella pneumoniae strain ac2p3-1GB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.
JN969344.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac2p4-1GB,16S ribosomal RNA,1538,"Klebsiella pneumoniae strain ac2p4-1GB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.
JN969356.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac3p1-1BHI,16S ribosomal RNA,1541,"Klebsiella pneumoniae strain ac3p1-1BHI 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969355.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac3p1-1TSA,16S ribosomal RNA,1561,"Klebsiella pneumoniae strain ac3p1-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969357.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac3p2-1NA,16S ribosomal RNA,1508,"Klebsiella pneumoniae strain ac3p2-1NA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969358.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac3p2-1TSA,16S ribosomal RNA,1502,"Klebsiella pneumoniae strain ac3p2-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969359.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac3p3-1TSA,16S ribosomal RNA,1492,"Klebsiella pneumoniae strain ac3p3-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
JN969360.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac3p4-1TSA,16S ribosomal RNA,1539,"Klebsiella pneumoniae strain ac3p4-1TSA 16S ribosomal RNA gene, partial sequence",2,JN969313.1: Klebsiella pneumoniae,Isolated from Apis cerana indica midgut.
JN969366.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ac3w4-1TSA,16S ribosomal RNA,1544,"Klebsiella pneumoniae strain ac3w4-1TSA 16S ribosomal RNA gene, partial sequence",2,JN969367.1: Enterobacter cancerogenus,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
KC692177.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ML574,16S ribosomal RNA,1478,"Klebsiella pneumoniae strain ML574 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey.
KC692181.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ML587,16S ribosomal RNA,1478,"Klebsiella pneumoniae strain ML587 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey.
JN969311.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.*,ac1l5-1,16S ribosomal RNA,1526,"Klebsiella pneumoniae strain ac1l5-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain.
JN969318.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.*,ac1p5-1TSA,16S ribosomal RNA,1475,"Klebsiella oxytoca strain ac1p5-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Sequence 97-98% ID to K. oxytoca.
JN969330.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.*,ac2l1-1EMB,16S ribosomal RNA,1524,"Klebsiella oxytoca strain ac2l1-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Sequence 98% ID to K. oxytoca.
JN969345.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.*,ac2w1-1TSA,16S ribosomal RNA,1530,"Klebsiella oxytoca strain ac2w1-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain; only 98% ID to K. oxytoca type sequence NR_118853.1.
JN969346.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.*,ac2w2-1EMB,16S ribosomal RNA,1531,"Klebsiella oxytoca strain ac2w2-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain; only 98% ID to K. oxytoca type sequence NR_118853.1.
JN969347.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.*,ac2w2-1GB,16S ribosomal RNA,1517,"Klebsiella pneumoniae strain ac2w2-1GB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain; only 98% ID to K. pneumoniae type sequence NR_117683.1.
JN969349.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.*,ac3l1-1TSA,16S ribosomal RNA,1517,"Klebsiella pneumoniae strain ac3l1-1TSA 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut. Species level ID uncertain; only 98% ID to K. oxytoca type sequence NR_117683.1.
JN969350.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.*,ac3l2-1EMB,16S ribosomal RNA,1461,"Klebsiella oxytoca strain ac3l2-1EMB 16S ribosomal RNA gene, partial sequence",2,JN969370.1: Klebsiella oxytoca,Isolated from Apis cerana indica midgut. Species level ID uncertain; only 98% ID to K. oxytoca type sequence NR_041749.1.
JN969353.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.*,ac3l5-1EMB,16S ribosomal RNA,1512,"Klebsiella pneumoniae strain ac3l5-1EMB 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain; only 98% ID to K. pneumoniae type sequence NR_117683.1.
JN969361.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Leclercia,Leclercia adecarboxylata,ac3p5-1BHI,16S ribosomal RNA,1583,"Leclercia adecarboxylata strain ac3p5-1BHI 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana indica midgut.  Species level ID uncertain.
KF600171.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Morganella morganii,G3_4_3BO2,16S ribosomal RNA,1363,"Morganella morganii strain G3_4_3BO2 16S ribosomal RNA gene, partial sequence",9,"KF598968.1: Morganella morganii, KF600164.1: Morganella sp. G3_4_1BO2, KF600166.1: Lactobacillus sp. G3_4_1TO2, KF600167.1: Morganella morganii, KF600170.1: Morganella sp. G3_4_2TO2, KF600174.1: Morganella sp. G3_4_3TO2, KF600175.1: Morganella sp. G3_4_4BO2, KF600177.1: Morganella sp. G3_4_4TO2",Isolated from Apis mellifera hindgut.
JF461092.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia marcescens,BUME10,16S ribosomal RNA,1138,"Serratia marcescens strain BUME10 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee gut.
JF461089.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia marcescens,BUMP13,16S ribosomal RNA,1401,"Serratia marcescens strain BUMP13 16S ribosomal RNA gene, partial sequence",2,KF600216.1: Serratia sp. G5_1_4CCO2,Isolated from honey bee gut.
JF461093.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia marcescens,BUMP4,16S ribosomal RNA,1129,"Serratia marcescens strain BUMP4 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee gut.
KF600240.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia marcescens,G5_4_1BCO2,16S ribosomal RNA,1319,"Serratia marcescens strain G5_4_1BCO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
GQ855220.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia marcescens,GEI,16S ribosomal RNA,1414,"Serratia marcescens strain GEI 16S ribosomal RNA gene, partial sequence",3,"KF600218.1: Serratia marcescens, KF600221.1: Serratia nematodiphila",Isolate from Apis cerana gut.
KF600207.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila,G5_1_2BCO2,16S ribosomal RNA,1305,"Serratia nematodiphila strain G5_1_2BCO2 16S ribosomal RNA gene, partial sequence",3,"KF600219.1: Serratia nematodiphila, KF600298.1: Serratia sp. G7_2_1TCO2",Isolate from Apis mellifera hindgut.
KF600208.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila,G5_1_2CCO2,16S ribosomal RNA,1275,"Serratia nematodiphila strain G5_1_2CCO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
KF600212.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila,G5_1_3CCO2,16S ribosomal RNA,1274,"Serratia nematodiphila strain G5_1_3CCO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
KF600214.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila,G5_1_3TCO2,16S ribosomal RNA,1273,"Serratia nematodiphila strain G5_1_3TCO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
KF600215.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila,G5_1_4BCO2,16S ribosomal RNA,1273,"Serratia nematodiphila strain G5_1_4BCO2 16S ribosomal RNA gene, partial sequence",2,KF600204.1: Serratia nematodiphila,Isolate from Apis mellifera hindgut.
KF600251.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila,G5_4_4CCO2,16S ribosomal RNA,1273,"Serratia nematodiphila strain G5_4_4CCO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
KF600253.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia nematodiphila,G5_4_5CCO2,16S ribosomal RNA,1278,"Serratia nematodiphila strain G5_4_5CCO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
KF600186.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia sp. G3_7_2TCO2,G3_7_2TCO2,16S ribosomal RNA,1254,"Serratia sp. G3_7_2TCO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
KF600203.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia sp. G5_1_1BCO2,G5_1_1BCO2,16S ribosomal RNA,1273,"Serratia sp. G5_1_1BCO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
KF600211.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia sp. G5_1_3BO2,G5_1_3BO2,16S ribosomal RNA,1273,"Serratia sp. G5_1_3BO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
KF600424.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Zymobacter,Zymobacter palmae,B3_4BO2,16S ribosomal RNA,1283,"Zymobacter palmae strain B3_4BO2 16S ribosomal RNA gene, partial sequence",7,"KF600406.1: Zymobacter palmae, KF600410.1: Zymobacter palmae, KF600423.1: Zymobacter palmae, KF600449.1: Zymobacter palmae, KF600456.1: Zymobacter palmae, KF600463.1: Zymobacter palmae",Isolate from Apis mellifera bee bread.
NR_118490.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,PEB0191,16S ribosomal RNA,1534,"Frischella perrara strain PEB0191 16S ribosomal RNA gene, partial sequence",5,"JX878306.1: Frischella perrara, KM068137.1: Frischella perrara, KM454396.1: Frischella perrara, KM454416.1: Frischella perrara",Isolate from Apis mellifera gut.
KF600252.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,G5_4_4TCO2,16S ribosomal RNA,1342,"Gilliamella apicola strain G5_4_4TCO2 16S ribosomal RNA gene, partial sequence",6,"KF600112.1: Gilliamella apicola, KF600140.1: Gilliamella apicola, KF600242.1: Gilliamella apicola, KM454399.1: Gilliamella apicola, KM454409.1: Gilliamella apicola",Isolate from Apis mellifera hindgut.
KF600358.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,G7_7_4TO2,16S ribosomal RNA,1368,"Gilliamella apicola strain G7_7_4TO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera hindgut.
KF600122.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,M2_9_1TCO2,16S ribosomal RNA,1117,"Gilliamella apicola strain M2_9_1TCO2 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis mellifera migut.
HM108449.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,Not Available,16S ribosomal RNA,1495,"Candidatus Gilliamella apicola clone SHAJ012 16S ribosomal RNA gene, partial sequence",1,,Isolate form Apis dorsata abdomen.
NR_118433.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,wkB1,16S ribosomal RNA,1538,"Gilliamella apicola strain wkB1 16S ribosomal RNA gene, complete sequence",16,"JQ936674.2: Gilliamella apicola, KF600141.1: Gilliamella apicola, KF600145.1: Gilliamella apicola, KF600148.1: Gilliamella apicola, KF600224.1: Gilliamella apicola, KF600246.1: Gilliamella apicola, KF600250.1: Gilliamella apicola, KF600302.1: Gilliamella apicola, KF600321.1: Gilliamella apicola, KM068136.1: Gilliamella apicola, KM454393.1: Gilliamella apicola, KM454404.1: Gilliamella apicola, KM454410.1: Gilliamella apicola, KM454411.1: Gilliamella apicola, KM454417.1: Gilliamella apicola",Isolate from Apis mellifera gut.
KJ741209.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella sp. B13,B13,16S ribosomal RNA,1460,"Gilliamella sp. B13 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis cerana gut.
JX402203.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter apis,HYN18,16S ribosomal RNA,1497,"Acinetobacter apis strain HYN18 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera gut. 
DQ339672.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus,BRL02-42A,16S ribosomal RNA,891,"Acinetobacter calcoaceticus isolate BRL02-42A 16S ribosomal RNA gene, partial sequence",3,"DQ339681.1: Acinetobacter sp. BRL02-56, DQ339683.1: Acinetobacter sp. BRL02-60",Isolated from Apis mellifera.
HM008722.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter cf. baumannii*,Not Available,16S ribosomal RNA,1498,"Uncultured Acinetobacter sp. clone AMW_A2 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera mellifera.
EF565936.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter cf. nectaris*,NF4,16S ribosomal RNA,1421,"Acinetobacter sp. NF4 16S ribosomal RNA gene, partial sequence",5,"KF600441.1: Acinetobacter sp. B7_2TCO2, KF600445.1: Streptomyces sp. B7_3TCO2, KF600455.1: Acinetobacter sp. B8_2BO2, KF600469.1: Lactobacillus kunkeei",Isolated from Apis mellifera colony.  99% (1406/1417) ID to A. nectaris type sequence NR_118408.1.
KJ638101.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxellaceae bacterium*,AMHSOQ139,16S ribosomal RNA,1145,"Moraxella osloensis strain AMHSOQ139 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach.  Species level ID uncertain; highest to Enhydrobacter aerosaccus type NR_029005.1.
KM975635.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,H7,16S ribosomal RNA,1104,"Pseudomonas aeruginosa strain H7 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey.
KJ638090.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas cf. oryzihabitans / psychrotolerans*,AMHSBQ136,16S ribosomal RNA,1118,"Pseudomonas oryzihabitans strain AMHSBQ136 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach.  Equal ID to both P. oryzihabitans (NR_114041.1) and P. psychrotolerans (NR_042191.1).
KJ638095.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas orientalis,AMHSBQ298,16S ribosomal RNA,1298,"Pseudomonas orientalis strain AMHSBQ298 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach.
EF565945.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 1043,1043,16S ribosomal RNA,1474,"Pseudomonas sp. 1043 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera colony.
EF565941.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 323,323,16S ribosomal RNA,1427,"Pseudomonas sp. 323 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera colony.
EF565940.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 477,477,16S ribosomal RNA,1430,"Pseudomonas sp. 477 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera colony.
EF565942.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 607,607,16S ribosomal RNA,1457,"Pseudomonas sp. 607 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera colony.
